Package_Id,From_City,Destination,Destination_Type,Trip_Duration_Days,Activities_Count,Accommodation,Transport_Mode,Package_Type,Budget,Season
PKG-11824,lucknow,kodaikanal,Hill Station,8,5,Resort,Flight,Premium,90720,Summer
PKG-11825,lucknow,kodaikanal,Hill Station,7,6,Hotel,Train,Premium,50820,Summer
PKG-11826,lucknow,kodaikanal,Hill Station,5,7,Camping,Train,Premium,32648,Summer
PKG-11827,lucknow,kodaikanal,Mountain,3,8,Hotel,Car,Premium,42840,Summer
PKG-11828,lucknow,kodaikanal,Mountain,9,5,Resort,Bus,Premium,47880,Summer
PKG-11829,lucknow,kodaikanal,Mountain,2,4,Resort,Car,Standard,24000,Summer
PKG-11830,lucknow,kodaikanal,Mountain,7,7,Resort,Car,Standard,44250,Summer
PKG-11831,lucknow,kodaikanal,Mountain,10,4,Hotel,Train,Luxury,73920,Summer
PKG-11832,lucknow,kodaikanal,Mountain,9,3,Hotel,Bus,Premium,32928,Summer
PKG-11833,lucknow,kodaikanal,Mountain,9,6,Hotel,Train,Premium,56364,Summer
PKG-11834,lucknow,kodaikanal,Mountain,9,7,Hotel,Bus,Standard,31200,Summer
PKG-11835,lucknow,kodaikanal,Mountain,10,2,Resort,Bus,Premium,40320,Summer
PKG-11836,lucknow,kodaikanal,Mountain,3,2,Resort,Train,Standard,22275,Summer
PKG-11837,lucknow,kodaikanal,Adventure,7,2,Camping,Flight,Luxury,49920,Summer
PKG-11838,lucknow,kodaikanal,Adventure,6,6,Hotel,Bus,Standard,24960,Summer
PKG-11839,lucknow,kodaikanal,Adventure,8,5,Resort,Car,Luxury,81000,Summer
PKG-11840,lucknow,kodaikanal,Adventure,3,5,Camping,Car,Standard,15600,Summer
PKG-11841,lucknow,kodaikanal,Adventure,7,7,Resort,Train,Luxury,97350,Summer
PKG-11842,lucknow,kodaikanal,Adventure,8,5,Hotel,Car,Standard,32400,Summer
PKG-11843,lucknow,kodaikanal,Adventure,6,2,Hotel,Train,Premium,33264,Summer
PKG-11844,lucknow,kodaikanal,Adventure,7,2,Hotel,Car,Standard,23400,Summer
PKG-11845,lucknow,kodaikanal,Adventure,6,4,Resort,Train,Standard,36300,Summer
PKG-11846,lucknow,kodaikanal,Adventure,10,6,Resort,Bus,Standard,38400,Summer
PKG-11847,lucknow,kodaikanal,Cultural,9,2,Camping,Flight,Luxury,57600,Winter
PKG-11848,lucknow,kodaikanal,Cultural,2,7,Hotel,Flight,Premium,59135,Winter
PKG-11849,lucknow,kodaikanal,Cultural,6,6,Hotel,Bus,Premium,34944,Winter
PKG-11850,lucknow,kodaikanal,Cultural,8,7,Resort,Train,Luxury,102300,Winter
PKG-11851,lucknow,kodaikanal,Cultural,10,2,Resort,Bus,Luxury,57600,Winter
PKG-11852,lucknow,kodaikanal,Cultural,8,3,Camping,Bus,Premium,20608,Winter
PKG-11853,lucknow,kodaikanal,Cultural,6,5,Resort,Bus,Standard,28800,Winter
PKG-11854,lucknow,kodaikanal,Cultural,6,4,Hotel,Train,Luxury,58080,Winter
PKG-11855,lucknow,kodaikanal,Cultural,3,5,Resort,Car,Luxury,58500,Winter
PKG-11856,lucknow,kodaikanal,Cultural,5,3,Resort,Train,Standard,30525,Winter
PKG-11857,lucknow,jaisalmer,Desert,6,8,Hotel,Bus,Premium,40320,Summer
PKG-11858,lucknow,jaisalmer,Desert,6,7,Hotel,Flight,Premium,75264,Summer
PKG-11859,lucknow,jaisalmer,Desert,5,7,Hotel,Car,Standard,31800,Summer
PKG-11860,lucknow,jaisalmer,Desert,2,4,Hotel,Train,Standard,21120,Summer
PKG-11861,lucknow,jaisalmer,Desert,10,2,Resort,Train,Luxury,79200,Summer
PKG-11862,lucknow,jaisalmer,Desert,10,8,Hotel,Flight,Premium,96768,Summer
PKG-11863,lucknow,jaisalmer,Desert,4,8,Hotel,Train,Standard,35640,Summer
PKG-11864,lucknow,jaisalmer,Desert,6,2,Hotel,Flight,Standard,34560,Summer
PKG-11865,lucknow,jaisalmer,Desert,9,2,Hotel,Flight,Standard,43200,Summer
PKG-11866,lucknow,jaisalmer,Desert,3,5,Hotel,Car,Luxury,46800,Summer
PKG-11867,lucknow,jaisalmer,Cultural,10,2,Resort,Flight,Premium,80640,Winter
PKG-11868,lucknow,jaisalmer,Cultural,10,6,Hotel,Car,Standard,38400,Winter
PKG-11869,lucknow,jaisalmer,Cultural,2,3,Hotel,Train,Premium,25872,Winter
PKG-11870,lucknow,jaisalmer,Cultural,3,7,Hotel,Bus,Luxury,45120,Winter
PKG-11871,lucknow,jaisalmer,Cultural,3,4,Hotel,Car,Standard,21000,Winter
PKG-11872,lucknow,jaisalmer,Cultural,8,4,Hotel,Train,Premium,46200,Winter
PKG-11873,lucknow,jaisalmer,Cultural,8,5,Hotel,Bus,Premium,36288,Winter
PKG-11874,lucknow,jaisalmer,Cultural,9,3,Resort,Car,Standard,36750,Winter
PKG-11875,lucknow,jaisalmer,Cultural,7,3,Resort,Flight,Standard,51600,Winter
PKG-11876,lucknow,jaisalmer,Cultural,4,5,Hotel,Flight,Luxury,80640,Winter
PKG-11877,lucknow,jaisalmer,Historical,10,5,Hotel,Flight,Standard,57600,Winter
PKG-11878,lucknow,jaisalmer,Historical,4,8,Camping,Train,Premium,33264,Winter
PKG-11879,lucknow,jaisalmer,Historical,6,5,Resort,Train,Premium,55440,Winter
PKG-11880,lucknow,jaisalmer,Historical,2,6,Hotel,Car,Luxury,48000,Winter
PKG-11881,lucknow,jaisalmer,Historical,10,6,Resort,Flight,Standard,76800,Winter
PKG-11882,lucknow,jaisalmer,Historical,9,3,Resort,Bus,Standard,29400,Winter
PKG-11883,lucknow,jaisalmer,Historical,7,8,Resort,Flight,Standard,75600,Winter
PKG-11884,lucknow,jaisalmer,Historical,8,2,Hotel,Train,Standard,27720,Winter
PKG-11885,lucknow,jaisalmer,Historical,8,8,Hotel,Car,Premium,55440,Winter
PKG-11886,lucknow,jaisalmer,Historical,6,5,Hotel,Car,Premium,40320,Winter
PKG-11887,lucknow,jaisalmer,Adventure,7,2,Camping,Train,Premium,24024,Summer
PKG-11888,lucknow,jaisalmer,Adventure,3,4,Resort,Bus,Premium,29399,Summer
PKG-11889,lucknow,jaisalmer,Adventure,6,4,Hotel,Train,Luxury,58080,Summer
PKG-11890,lucknow,jaisalmer,Adventure,10,7,Camping,Bus,Luxury,43520,Summer
PKG-11891,lucknow,jaisalmer,Adventure,8,7,Camping,Train,Luxury,54560,Summer
PKG-11892,lucknow,jaisalmer,Adventure,7,4,Camping,Car,Luxury,37600,Summer
PKG-11893,lucknow,jaisalmer,Adventure,3,8,Resort,Bus,Luxury,61200,Summer
PKG-11894,lucknow,jaisalmer,Adventure,9,6,Camping,Car,Premium,34160,Summer
PKG-11895,lucknow,jaisalmer,Adventure,10,5,Hotel,Flight,Standard,57600,Summer
PKG-11896,lucknow,jaisalmer,Adventure,2,6,Resort,Bus,Luxury,48000,Summer
PKG-11897,lucknow,munnar,Hill Station,5,5,Resort,Bus,Luxury,54000,Summer
PKG-11898,lucknow,munnar,Hill Station,8,4,Hotel,Bus,Premium,33600,Summer
PKG-11899,lucknow,munnar,Hill Station,4,8,Hotel,Flight,Luxury,103680,Summer
PKG-11900,lucknow,munnar,Hill Station,8,2,Camping,Flight,Premium,37632,Summer
PKG-11901,lucknow,munnar,Hill Station,3,4,Hotel,Flight,Premium,47040,Summer
PKG-11902,lucknow,munnar,Hill Station,6,2,Resort,Bus,Premium,30239,Summer
PKG-11903,lucknow,munnar,Hill Station,3,3,Hotel,Train,Standard,20460,Summer
PKG-11904,lucknow,munnar,Hill Station,6,3,Hotel,Train,Premium,36960,Summer
PKG-11905,lucknow,munnar,Hill Station,7,5,Hotel,Car,Luxury,61200,Summer
PKG-11906,lucknow,munnar,Hill Station,5,3,Hotel,Flight,Luxury,71040,Summer
PKG-11907,lucknow,munnar,Mountain,4,8,Resort,Car,Standard,40500,Summer
PKG-11908,lucknow,munnar,Mountain,10,4,Hotel,Car,Luxury,67200,Summer
PKG-11909,lucknow,munnar,Mountain,7,4,Hotel,Car,Standard,28200,Summer
PKG-11910,lucknow,munnar,Mountain,7,4,Hotel,Bus,Luxury,45120,Summer
PKG-11911,lucknow,munnar,Mountain,7,8,Hotel,Bus,Premium,42336,Summer
PKG-11912,lucknow,munnar,Mountain,7,2,Hotel,Train,Premium,36036,Summer
PKG-11913,lucknow,munnar,Mountain,10,6,Resort,Car,Luxury,96000,Summer
PKG-11914,lucknow,munnar,Mountain,6,7,Hotel,Bus,Luxury,53760,Summer
PKG-11915,lucknow,munnar,Mountain,2,5,Hotel,Bus,Premium,24192,Summer
PKG-11916,lucknow,munnar,Mountain,3,3,Hotel,Flight,Standard,29760,Summer
PKG-11917,lucknow,munnar,Adventure,5,4,Hotel,Car,Luxury,49200,Summer
PKG-11918,lucknow,munnar,Adventure,4,7,Hotel,Bus,Premium,33600,Summer
PKG-11919,lucknow,munnar,Adventure,10,2,Hotel,Bus,Standard,23040,Summer
PKG-11920,lucknow,munnar,Adventure,8,5,Resort,Bus,Premium,45360,Summer
PKG-11921,lucknow,munnar,Adventure,5,3,Camping,Bus,Premium,16576,Summer
PKG-11922,lucknow,munnar,Adventure,4,5,Resort,Flight,Luxury,100800,Summer
PKG-11923,lucknow,munnar,Adventure,8,5,Hotel,Train,Premium,49896,Summer
PKG-11924,lucknow,munnar,Adventure,7,6,Hotel,Car,Luxury,66000,Summer
PKG-11925,lucknow,munnar,Adventure,6,8,Hotel,Flight,Luxury,115200,Summer
PKG-11926,lucknow,munnar,Adventure,9,7,Resort,Flight,Premium,109200,Summer
PKG-11927,lucknow,munnar,Cultural,4,6,Camping,Train,Premium,28336,Winter
PKG-11928,lucknow,munnar,Cultural,5,8,Hotel,Car,Standard,34200,Winter
PKG-11929,lucknow,munnar,Cultural,8,5,Hotel,Train,Luxury,71280,Winter
PKG-11930,lucknow,munnar,Cultural,9,3,Resort,Flight,Premium,82320,Winter
PKG-11931,lucknow,munnar,Cultural,10,4,Resort,Car,Luxury,84000,Winter
PKG-11932,lucknow,munnar,Cultural,7,3,Resort,Flight,Luxury,103200,Winter
PKG-11933,lucknow,munnar,Cultural,8,5,Resort,Bus,Standard,32400,Winter
PKG-11934,lucknow,munnar,Cultural,2,3,Camping,Car,Premium,15679,Winter
PKG-11935,lucknow,munnar,Cultural,3,7,Hotel,Bus,Standard,22560,Winter
PKG-11936,lucknow,munnar,Cultural,9,5,Camping,Car,Premium,31919,Winter
PKG-11937,lucknow,rishikesh,Adventure,5,4,Camping,Car,Standard,16400,Summer
PKG-11938,lucknow,rishikesh,Adventure,10,7,Resort,Bus,Standard,40800,Summer
PKG-11939,lucknow,rishikesh,Adventure,5,2,Hotel,Train,Luxury,43560,Summer
PKG-11940,lucknow,rishikesh,Adventure,3,6,Hotel,Car,Standard,25800,Summer
PKG-11941,lucknow,rishikesh,Adventure,8,5,Hotel,Train,Luxury,71280,Summer
PKG-11942,lucknow,rishikesh,Adventure,2,3,Hotel,Bus,Premium,18816,Summer
PKG-11943,lucknow,rishikesh,Adventure,4,6,Resort,Car,Standard,34500,Summer
PKG-11944,lucknow,rishikesh,Adventure,5,6,Hotel,Train,Standard,32340,Summer
PKG-11945,lucknow,rishikesh,Adventure,3,2,Hotel,Train,Premium,24948,Summer
PKG-11946,lucknow,rishikesh,Adventure,5,6,Resort,Flight,Luxury,117600,Summer
PKG-11947,lucknow,rishikesh,Mountain,3,4,Hotel,Flight,Standard,33600,Summer
PKG-11948,lucknow,rishikesh,Mountain,6,8,Hotel,Car,Premium,50400,Summer
PKG-11949,lucknow,rishikesh,Mountain,3,2,Hotel,Flight,Premium,36288,Summer
PKG-11950,lucknow,rishikesh,Mountain,2,6,Resort,Flight,Standard,48000,Summer
PKG-11951,lucknow,rishikesh,Mountain,5,7,Hotel,Flight,Premium,71232,Summer
PKG-11952,lucknow,rishikesh,Mountain,2,4,Resort,Flight,Standard,38400,Summer
PKG-11953,lucknow,rishikesh,Mountain,4,5,Hotel,Bus,Standard,20160,Summer
PKG-11954,lucknow,rishikesh,Mountain,6,8,Camping,Flight,Luxury,76800,Summer
PKG-11955,lucknow,rishikesh,Mountain,4,3,Hotel,Train,Standard,22440,Summer
PKG-11956,lucknow,rishikesh,Mountain,10,7,Hotel,Bus,Premium,45696,Summer
PKG-11957,lucknow,rishikesh,Cultural,3,8,Hotel,Bus,Premium,34272,Winter
PKG-11958,lucknow,rishikesh,Cultural,2,5,Hotel,Bus,Standard,17280,Winter
PKG-11959,lucknow,rishikesh,Cultural,2,6,Hotel,Train,Standard,26400,Winter
PKG-11960,lucknow,rishikesh,Cultural,3,4,Hotel,Flight,Luxury,67200,Winter
PKG-11961,lucknow,rishikesh,Cultural,9,7,Hotel,Car,Premium,54600,Winter
PKG-11962,lucknow,rishikesh,Cultural,4,7,Hotel,Car,Standard,30000,Winter
PKG-11963,lucknow,rishikesh,Cultural,9,7,Hotel,Train,Standard,42900,Winter
PKG-11964,lucknow,rishikesh,Cultural,8,6,Hotel,Flight,Premium,77952,Winter
PKG-11965,lucknow,rishikesh,Cultural,7,2,Resort,Bus,Premium,32759,Winter
PKG-11966,lucknow,rishikesh,Cultural,10,2,Camping,Flight,Luxury,61440,Winter
PKG-11967,lucknow,rishikesh,Backwater,4,2,Hotel,Train,Standard,19800,Monsoon
PKG-11968,lucknow,rishikesh,Backwater,9,3,Hotel,Flight,Standard,47040,Monsoon
PKG-11969,lucknow,rishikesh,Backwater,2,6,Camping,Flight,Standard,25600,Monsoon
PKG-11970,lucknow,rishikesh,Backwater,6,8,Hotel,Bus,Luxury,57600,Monsoon
PKG-11971,lucknow,rishikesh,Backwater,2,3,Camping,Car,Luxury,22400,Monsoon
PKG-11972,lucknow,rishikesh,Backwater,4,2,Hotel,Car,Premium,25200,Monsoon
PKG-11973,lucknow,rishikesh,Backwater,8,3,Resort,Flight,Standard,55200,Monsoon
PKG-11974,lucknow,rishikesh,Backwater,9,2,Hotel,Bus,Luxury,43200,Monsoon
PKG-11975,lucknow,rishikesh,Backwater,6,5,Camping,Train,Luxury,42240,Monsoon
PKG-11976,lucknow,rishikesh,Backwater,7,7,Hotel,Flight,Luxury,113280,Monsoon
PKG-11977,lucknow,ooty,Hill Station,10,7,Resort,Bus,Standard,40800,Summer
PKG-11978,lucknow,ooty,Hill Station,5,3,Hotel,Flight,Standard,35520,Summer
PKG-11979,lucknow,ooty,Hill Station,10,2,Hotel,Train,Standard,31680,Summer
PKG-11980,lucknow,ooty,Hill Station,4,6,Resort,Bus,Standard,27600,Summer
PKG-11981,lucknow,ooty,Hill Station,4,6,Hotel,Flight,Luxury,88320,Summer
PKG-11982,lucknow,ooty,Hill Station,4,8,Camping,Train,Premium,33264,Summer
PKG-11983,lucknow,ooty,Hill Station,2,2,Hotel,Train,Luxury,31680,Summer
PKG-11984,lucknow,ooty,Hill Station,5,6,Resort,Train,Premium,56595,Summer
PKG-11985,lucknow,ooty,Hill Station,7,4,Hotel,Bus,Luxury,45120,Summer
PKG-11986,lucknow,ooty,Hill Station,3,6,Camping,Flight,Premium,38528,Summer
PKG-11987,lucknow,ooty,Mountain,7,6,Camping,Train,Premium,33880,Summer
PKG-11988,lucknow,ooty,Mountain,10,2,Hotel,Car,Premium,40320,Summer
PKG-11989,lucknow,ooty,Mountain,4,7,Resort,Train,Premium,57749,Summer
PKG-11990,lucknow,ooty,Mountain,5,5,Resort,Flight,Luxury,108000,Summer
PKG-11991,lucknow,ooty,Mountain,10,3,Hotel,Flight,Premium,69888,Summer
PKG-11992,lucknow,ooty,Mountain,7,7,Resort,Train,Luxury,97350,Summer
PKG-11993,lucknow,ooty,Mountain,2,4,Hotel,Train,Luxury,42240,Summer
PKG-11994,lucknow,ooty,Mountain,5,6,Resort,Flight,Premium,82320,Summer
PKG-11995,lucknow,ooty,Mountain,2,2,Hotel,Flight,Luxury,46080,Summer
PKG-11996,lucknow,ooty,Mountain,9,2,Hotel,Car,Luxury,54000,Summer
PKG-11997,lucknow,ooty,Cultural,5,2,Hotel,Flight,Standard,31680,Winter
PKG-11998,lucknow,ooty,Cultural,3,7,Hotel,Car,Standard,28200,Winter
PKG-11999,lucknow,ooty,Cultural,7,6,Resort,Car,Premium,57749,Winter
PKG-12000,lucknow,ooty,Cultural,5,3,Camping,Bus,Standard,11840,Winter
PKG-12001,lucknow,ooty,Cultural,7,7,Hotel,Flight,Luxury,113280,Winter
PKG-12002,lucknow,ooty,Cultural,8,4,Hotel,Car,Standard,30000,Winter
PKG-12003,lucknow,ooty,Cultural,2,2,Resort,Train,Premium,27720,Winter
PKG-12004,lucknow,ooty,Cultural,2,2,Hotel,Bus,Standard,11520,Winter
PKG-12005,lucknow,ooty,Cultural,7,3,Hotel,Car,Premium,36120,Winter
PKG-12006,lucknow,ooty,Cultural,4,3,Hotel,Flight,Standard,32640,Winter
PKG-12007,lucknow,ooty,Backwater,5,2,Hotel,Flight,Luxury,63360,Monsoon
PKG-12008,lucknow,ooty,Backwater,6,3,Hotel,Flight,Premium,53760,Monsoon
PKG-12009,lucknow,ooty,Backwater,5,3,Resort,Car,Premium,38850,Monsoon
PKG-12010,lucknow,ooty,Backwater,3,4,Hotel,Car,Luxury,42000,Monsoon
PKG-12011,lucknow,ooty,Backwater,4,3,Resort,Car,Standard,25500,Monsoon
PKG-12012,lucknow,ooty,Backwater,3,5,Hotel,Car,Luxury,46800,Monsoon
PKG-12013,lucknow,ooty,Backwater,9,2,Hotel,Train,Premium,41580,Monsoon
PKG-12014,lucknow,ooty,Backwater,9,7,Resort,Train,Standard,53625,Monsoon
PKG-12015,lucknow,ooty,Backwater,7,8,Hotel,Car,Luxury,75600,Monsoon
PKG-12016,lucknow,ooty,Backwater,7,2,Hotel,Car,Luxury,46800,Monsoon
PKG-12017,lucknow,darjeeling,Mountain,2,2,Resort,Train,Premium,27720,Summer
PKG-12018,lucknow,darjeeling,Mountain,9,8,Hotel,Bus,Luxury,66240,Summer
PKG-12019,lucknow,darjeeling,Mountain,7,3,Resort,Flight,Standard,51600,Summer
PKG-12020,lucknow,darjeeling,Mountain,7,6,Hotel,Train,Standard,36300,Summer
PKG-12021,lucknow,darjeeling,Mountain,9,8,Resort,Flight,Standard,82800,Summer
PKG-12022,lucknow,darjeeling,Mountain,7,3,Hotel,Train,Standard,28380,Summer
PKG-12023,lucknow,darjeeling,Mountain,5,7,Hotel,Car,Standard,31800,Summer
PKG-12024,lucknow,darjeeling,Mountain,4,8,Camping,Flight,Premium,48384,Summer
PKG-12025,lucknow,darjeeling,Mountain,3,2,Resort,Flight,Premium,45360,Summer
PKG-12026,lucknow,darjeeling,Mountain,7,7,Hotel,Flight,Standard,56640,Summer
PKG-12027,lucknow,darjeeling,Hill Station,4,4,Hotel,Bus,Standard,18240,Summer
PKG-12028,lucknow,darjeeling,Hill Station,7,5,Hotel,Flight,Premium,68544,Summer
PKG-12029,lucknow,darjeeling,Hill Station,6,2,Resort,Train,Luxury,59400,Summer
PKG-12030,lucknow,darjeeling,Hill Station,2,4,Resort,Flight,Standard,38400,Summer
PKG-12031,lucknow,darjeeling,Hill Station,9,4,Resort,Bus,Standard,31800,Summer
PKG-12032,lucknow,darjeeling,Hill Station,4,7,Hotel,Flight,Luxury,96000,Summer
PKG-12033,lucknow,darjeeling,Hill Station,9,7,Resort,Train,Standard,53625,Summer
PKG-12034,lucknow,darjeeling,Hill Station,8,2,Hotel,Train,Luxury,55440,Summer
PKG-12035,lucknow,darjeeling,Hill Station,9,6,Hotel,Car,Premium,51240,Summer
PKG-12036,lucknow,darjeeling,Hill Station,10,8,Hotel,Bus,Standard,34560,Summer
PKG-12037,lucknow,darjeeling,Cultural,9,2,Camping,Train,Standard,19800,Winter
PKG-12038,lucknow,darjeeling,Cultural,3,2,Resort,Train,Standard,22275,Winter
PKG-12039,lucknow,darjeeling,Cultural,6,2,Hotel,Bus,Premium,24192,Winter
PKG-12040,lucknow,darjeeling,Cultural,10,4,Resort,Train,Premium,64680,Winter
PKG-12041,lucknow,darjeeling,Cultural,8,5,Camping,Bus,Standard,17280,Winter
PKG-12042,lucknow,darjeeling,Cultural,5,5,Hotel,Car,Luxury,54000,Winter
PKG-12043,lucknow,darjeeling,Cultural,9,8,Hotel,Train,Standard,45540,Winter
PKG-12044,lucknow,darjeeling,Cultural,2,7,Camping,Flight,Premium,39424,Winter
PKG-12045,lucknow,darjeeling,Cultural,7,4,Resort,Train,Luxury,77550,Winter
PKG-12046,lucknow,darjeeling,Cultural,2,6,Hotel,Train,Premium,36960,Winter
PKG-12047,lucknow,darjeeling,Historical,2,3,Hotel,Train,Standard,18480,Winter
PKG-12048,lucknow,darjeeling,Historical,3,7,Hotel,Car,Premium,39480,Winter
PKG-12049,lucknow,darjeeling,Historical,8,2,Hotel,Flight,Standard,40320,Winter
PKG-12050,lucknow,darjeeling,Historical,8,2,Camping,Bus,Luxury,26880,Winter
PKG-12051,lucknow,darjeeling,Historical,2,2,Hotel,Car,Luxury,28800,Winter
PKG-12052,lucknow,darjeeling,Historical,4,5,Resort,Bus,Luxury,50400,Winter
PKG-12053,lucknow,darjeeling,Historical,5,8,Hotel,Car,Luxury,68400,Winter
PKG-12054,lucknow,darjeeling,Historical,10,7,Hotel,Car,Premium,57120,Winter
PKG-12055,lucknow,darjeeling,Historical,4,2,Hotel,Bus,Premium,20160,Winter
PKG-12056,lucknow,darjeeling,Historical,9,6,Resort,Flight,Premium,102480,Winter
PKG-12057,lucknow,alleppey,Backwater,8,4,Hotel,Car,Standard,30000,Monsoon
PKG-12058,lucknow,alleppey,Backwater,3,6,Resort,Car,Luxury,64500,Monsoon
PKG-12059,lucknow,alleppey,Backwater,7,4,Hotel,Bus,Premium,31583,Monsoon
PKG-12060,lucknow,alleppey,Backwater,2,7,Hotel,Flight,Luxury,84480,Monsoon
PKG-12061,lucknow,alleppey,Backwater,4,8,Hotel,Train,Standard,35640,Monsoon
PKG-12062,lucknow,alleppey,Backwater,3,5,Hotel,Train,Standard,25740,Monsoon
PKG-12063,lucknow,alleppey,Backwater,6,8,Resort,Bus,Premium,50400,Monsoon
PKG-12064,lucknow,alleppey,Backwater,3,8,Hotel,Car,Premium,42840,Monsoon
PKG-12065,lucknow,alleppey,Backwater,9,4,Resort,Train,Luxury,87450,Monsoon
PKG-12066,lucknow,alleppey,Backwater,8,5,Hotel,Bus,Premium,36288,Monsoon
PKG-12067,lucknow,alleppey,Beach,10,3,Hotel,Bus,Standard,24960,Winter
PKG-12068,lucknow,alleppey,Beach,2,7,Hotel,Flight,Premium,59135,Winter
PKG-12069,lucknow,alleppey,Beach,4,7,Hotel,Car,Standard,30000,Winter
PKG-12070,lucknow,alleppey,Beach,8,6,Resort,Train,Premium,66990,Winter
PKG-12071,lucknow,alleppey,Beach,2,3,Resort,Train,Standard,23100,Winter
PKG-12072,lucknow,alleppey,Beach,7,6,Hotel,Bus,Standard,26400,Winter
PKG-12073,lucknow,alleppey,Beach,6,7,Hotel,Flight,Premium,75264,Winter
PKG-12074,lucknow,alleppey,Beach,7,3,Resort,Car,Premium,45150,Winter
PKG-12075,lucknow,alleppey,Beach,6,5,Resort,Train,Premium,55440,Winter
PKG-12076,lucknow,alleppey,Beach,5,8,Resort,Bus,Standard,34200,Winter
PKG-12077,lucknow,alleppey,Coastal,8,8,Hotel,Train,Luxury,87120,Monsoon
PKG-12078,lucknow,alleppey,Coastal,7,2,Hotel,Flight,Standard,37440,Monsoon
PKG-12079,lucknow,alleppey,Coastal,7,7,Camping,Train,Standard,25960,Monsoon
PKG-12080,lucknow,alleppey,Coastal,3,7,Resort,Bus,Premium,39480,Monsoon
PKG-12081,lucknow,alleppey,Coastal,3,3,Hotel,Train,Luxury,40920,Monsoon
PKG-12082,lucknow,alleppey,Coastal,8,7,Resort,Bus,Luxury,74400,Monsoon
PKG-12083,lucknow,alleppey,Coastal,3,8,Resort,Car,Premium,53550,Monsoon
PKG-12084,lucknow,alleppey,Coastal,10,6,Hotel,Car,Luxury,76800,Monsoon
PKG-12085,lucknow,alleppey,Coastal,9,6,Hotel,Flight,Luxury,117120,Monsoon
PKG-12086,lucknow,alleppey,Coastal,7,5,Hotel,Flight,Standard,48960,Monsoon
PKG-12087,lucknow,alleppey,Cultural,3,6,Hotel,Bus,Standard,20640,Winter
PKG-12088,lucknow,alleppey,Cultural,6,2,Resort,Train,Luxury,59400,Winter
PKG-12089,lucknow,alleppey,Cultural,6,7,Hotel,Train,Premium,51744,Winter
PKG-12090,lucknow,alleppey,Cultural,6,8,Resort,Flight,Standard,72000,Winter
PKG-12091,lucknow,alleppey,Cultural,5,4,Camping,Bus,Premium,18368,Winter
PKG-12092,lucknow,alleppey,Cultural,9,3,Hotel,Flight,Luxury,94080,Winter
PKG-12093,lucknow,alleppey,Cultural,9,2,Hotel,Car,Luxury,54000,Winter
PKG-12094,lucknow,alleppey,Cultural,8,6,Resort,Train,Standard,47850,Winter
PKG-12095,lucknow,alleppey,Cultural,7,8,Resort,Bus,Standard,37800,Winter
PKG-12096,lucknow,alleppey,Cultural,9,8,Resort,Train,Standard,56925,Winter
PKG-12097,lucknow,andaman,Island,6,2,Hotel,Bus,Premium,24192,Winter
PKG-12098,lucknow,andaman,Island,2,2,Hotel,Car,Luxury,28800,Winter
PKG-12099,lucknow,andaman,Island,7,6,Hotel,Flight,Luxury,105600,Winter
PKG-12100,lucknow,andaman,Island,9,4,Camping,Car,Luxury,42400,Winter
PKG-12101,lucknow,andaman,Island,7,3,Hotel,Car,Premium,36120,Winter
PKG-12102,lucknow,andaman,Island,7,2,Camping,Train,Premium,24024,Winter
PKG-12103,lucknow,andaman,Island,4,6,Hotel,Car,Luxury,55200,Winter
PKG-12104,lucknow,andaman,Island,6,5,Camping,Bus,Premium,21504,Winter
PKG-12105,lucknow,andaman,Island,8,6,Resort,Car,Premium,60899,Winter
PKG-12106,lucknow,andaman,Island,5,7,Hotel,Bus,Premium,35616,Winter
PKG-12107,lucknow,andaman,Beach,3,5,Resort,Car,Standard,29250,Winter
PKG-12108,lucknow,andaman,Beach,7,8,Hotel,Train,Standard,41580,Winter
PKG-12109,lucknow,andaman,Beach,8,3,Hotel,Flight,Luxury,88320,Winter
PKG-12110,lucknow,andaman,Beach,2,6,Hotel,Car,Premium,33600,Winter
PKG-12111,lucknow,andaman,Beach,10,8,Hotel,Bus,Standard,34560,Winter
PKG-12112,lucknow,andaman,Beach,3,3,Hotel,Car,Premium,26040,Winter
PKG-12113,lucknow,andaman,Beach,7,6,Resort,Bus,Luxury,66000,Winter
PKG-12114,lucknow,andaman,Beach,4,8,Resort,Bus,Standard,32400,Winter
PKG-12115,lucknow,andaman,Beach,5,2,Hotel,Bus,Premium,22176,Winter
PKG-12116,lucknow,andaman,Beach,8,5,Resort,Flight,Standard,64800,Winter
PKG-12117,lucknow,andaman,Coastal,7,2,Resort,Bus,Luxury,46800,Monsoon
PKG-12118,lucknow,andaman,Coastal,7,8,Camping,Flight,Standard,40320,Monsoon
PKG-12119,lucknow,andaman,Coastal,8,3,Resort,Flight,Luxury,110400,Monsoon
PKG-12120,lucknow,andaman,Coastal,3,4,Hotel,Car,Standard,21000,Monsoon
PKG-12121,lucknow,andaman,Coastal,6,8,Hotel,Bus,Premium,40320,Monsoon
PKG-12122,lucknow,andaman,Coastal,9,3,Resort,Bus,Standard,29400,Monsoon
PKG-12123,lucknow,andaman,Coastal,7,7,Hotel,Flight,Standard,56640,Monsoon
PKG-12124,lucknow,andaman,Coastal,9,8,Hotel,Train,Standard,45540,Monsoon
PKG-12125,lucknow,andaman,Coastal,3,7,Hotel,Train,Luxury,62040,Monsoon
PKG-12126,lucknow,andaman,Coastal,4,2,Hotel,Train,Standard,19800,Monsoon
